Gene.symbol,logFC
Z3066,-0.44
metC,-0.44
yafC,-0.44
yqjH,-0.44
yfdS,-0.44
ygiY,-0.44
Z4207,-0.44
cusC,-0.44
ECs2833,-0.44
ykgI,-0.44
yjfQ,-0.445
argC,-0.445
c1062,-0.445
yiaC,-0.445
Z0651,-0.445
tyrB,-0.445
ygbN,-0.445
wcaF,-0.445
pflD,-0.445
yfaS,-0.445
rcsA,-0.445
emrY,-0.445
c4250,-0.445
c2230,-0.445
rdlD,-0.445
wecE,-0.45
ybfM,-0.45
sgcE,-0.45
yahE,-0.45
ybiF,-0.45
glpA,-0.45
ypdE,-0.45
tauD,-0.45
rnhA,-0.455
c2063,-0.455
c1354,-0.455
yphA,-0.455
ECs3158,-0.455
c3160,-0.455
yraL,-0.455
yjbE,-0.455
gcvH,-0.455
c1624,-0.455
Z5686,-0.455
ycbN,-0.455
c4909,-0.455
Z3224,-0.455
ybjW,-0.455
yfdT,-0.46
yoaG,-0.46
c5389,-0.46
idnO,-0.46
yhdZ,-0.46
argT,-0.46
c5055,-0.46
cynT,-0.46
c3362,-0.46
ebgA,-0.46
c1990,-0.465
ylcE,-0.465
sibD,-0.465
csgC,-0.465
ydeO,-0.465
yigM,-0.465
leuO,-0.465
yjcS,-0.465
c5286,-0.465
radC,-0.47
matA,-0.47
ygiX,-0.47
xylA,-0.47
Z1292,-0.47
c3204,-0.47
araD,-0.47
c2506,-0.47
Z3025,-0.47
fliK,-0.47
yeaA,-0.47
ygcR,-0.475
c0975,-0.475
yfeO,-0.475
c5322,-0.475
ycbJ,-0.475
yneE,-0.475
hyfR,-0.475
Z0253,-0.475
ybiU,-0.475
c3153,-0.475
c3355,-0.48
manY,-0.48
pflC,-0.48
yhiM,-0.48
feoA,-0.48
ycaP,-0.48
phoU,-0.48
mhpA,-0.48
yddR,-0.48
ECs5267,-0.48
pstC,-0.485
yecG,-0.485
yeeL,-0.485
rus,-0.485
ygeO,-0.485
sgcR,-0.485
ybaJ,-0.485
ygcU,-0.49
yfjJ,-0.49
phnB,-0.49
yfjI,-0.49
fecE,-0.49
insL1,-0.49
rayT,-0.49
c0828,-0.49
lfhA,-0.49
yddK,-0.49
djlB,-0.495
mbhA,-0.495
yhfG,-0.495
Z0262,-0.495
yqeI,-0.495
dps,-0.495
yiaT,-0.495
yfjZ,-0.495
insP,-0.495
eutE,-0.495
c1608,-0.495
c2949,-0.495
c2356,-0.495
yjiJ,-0.495
ygeH,-0.5
c0510,-0.5
c0182,-0.5
yjcE,-0.5
yecT,-0.5
yidQ,-0.505
yggM,-0.505
pyrI,-0.505
hisM,-0.505
gutM,-0.505
wcaD,-0.505
Z1291,-0.505
rhsA,-0.505
yqiH,-0.505
ypdI,-0.505
ppdA,-0.51
yhjT,-0.51
yjeM,-0.51
ybhJ,-0.51
yqeF,-0.51
yfcI,-0.51
gltF,-0.51
c5416,-0.51
yeeO,-0.51
csgG,-0.51
iucD,-0.51
Z0489,-0.51
Z4375,-0.515
djlC,-0.515
cydB,-0.515
yebV,-0.515
polA,-0.515
cynX,-0.515
ECs2989,-0.515
yeiQ,-0.515
hmpA,-0.515
gntK,-0.52
aidB,-0.52
glxR,-0.52
c3264,-0.52
yebQ,-0.52
ybhD,-0.52
yfbO,-0.52
fic,-0.52
yhjU,-0.52
arnA,-0.52
c0474,-0.52
thiH,-0.52
trpL,-0.52
ECs5442,-0.52
yhiP,-0.525
yqfE,-0.525
ldrC,-0.525
frwD,-0.525
yjeH,-0.525
yjgX,-0.525
c5088,-0.525
yahM,-0.525
bglF,-0.525
idnK,-0.53
ecnB,-0.53
ECs2704,-0.53
ompW,-0.53
kefC,-0.53
c0703,-0.53
yfdW,-0.53
ydeR,-0.53
ydiL,-0.53
c1704,-0.53
yhaF,-0.53
c1324,-0.535
Z3508,-0.535
c2903,-0.535
yceL,-0.535
lysC,-0.535
yijO,-0.535
ybiV,-0.535
aer,-0.535
c3457,-0.535
yjcH,-0.535
pspG,-0.535
yqgC,-0.54
mngA,-0.54
c2206,-0.54
fixA,-0.54
ECs1379,-0.54
c4743,-0.54
sodB,-0.545
c3354,-0.545
yiiQ,-0.545
yaiY,-0.545
c2589,-0.545
iclR,-0.545
idnR,-0.545
yhfC,-0.545
ssuC,-0.545
yfiR,-0.55
ygfS,-0.55
ygaC,-0.55
Z1288m,-0.55
fimZ,-0.55
c5411,-0.55
zntR,-0.55
yhhT,-0.55
c2317,-0.55
yidF,-0.55
ECs5423,-0.55
yiiS,-0.55
uspA,-0.555
ycbF,-0.555
casC,-0.555
yahC,-0.555
yjeI,-0.555
yigJ,-0.555
nrdI,-0.555
ECs5582,-0.555
Z2366,-0.555
c0408,-0.56
ygjN,-0.56
yccT,-0.56
Z1880,-0.56
c3214,-0.56
fliR,-0.56
Z1871,-0.56
Z3357,-0.56
hycA,-0.56
yahD,-0.56
yaiX,-0.56
yhjD,-0.56
Z4501,-0.56
omrA,-0.56
c0427,-0.56
yjdC,-0.565
yhhX,-0.565
c5493,-0.565
c1312,-0.565
c0092,-0.565
yabF,-0.565
Z2199,-0.565
c2796,-0.565
ECs1418,-0.565
Z0273,-0.565
ECs0275,-0.565
c2858,-0.565
yjfP,-0.57
ECs5484,-0.57
fixB,-0.57
c2612,-0.57
yafZ,-0.57
yffO,-0.575
yhjC,-0.575
yfiN,-0.575
ptsO,-0.575
yieK,-0.575
c5056,-0.575
ydiQ,-0.575
ygfD,-0.575
glpE,-0.575
Z2175,-0.575
atoE,-0.575
c2481,-0.575
Z0978,-0.575
yagK,-0.58
gntT,-0.58
ycaN,-0.58
c5387,-0.58
yqjF,-0.58
yjiV,-0.58
c2911,-0.58
yjiO,-0.58
c4294,-0.58
c3084,-0.585
pagP,-0.585
c0500,-0.585
yahO,-0.585
yedN,-0.585
yegL,-0.585
ybcO,-0.585
yfbH,-0.585
yeaG,-0.585
yfdE,-0.585
yagA,-0.585
mtlR,-0.585
ECs4940,-0.585
Z0654,-0.59
c5129,-0.59
c5388,-0.59
bfr,-0.59
c2705,-0.59
ygaY,-0.59
yheA,-0.59
yfbJ,-0.59
ydgF,-0.59
csgE,-0.59
ygaQ,-0.595
yiaK,-0.595
c5132,-0.595
Z2322,-0.595
yiaU,-0.595
c0488,-0.595
rhtB,-0.595
mmuP,-0.595
hyaB,-0.595
ilvB,-0.595
c4279,-0.595
essD,-0.595
ykfF,-0.595
ydcD,-0.595
creD,-0.6
yjiT,-0.6
yibA,-0.6
tauA,-0.6
eutH,-0.6
c2203,-0.6
yhfY,-0.6
ylcC,-0.6
renD,-0.6
pstA,-0.605
yqcE,-0.605
atoD,-0.605
yghX,-0.605
yjcP,-0.605
yqeJ,-0.605
yidB,-0.605
Z5899,-0.605
xylG,-0.61
yggP,-0.61
c5458,-0.61
eutJ,-0.61
c0438,-0.61
cbl,-0.61
yghO,-0.61
yehH,-0.61
focB,-0.61
yhdT,-0.615
ybcS,-0.615
Z2293,-0.615
ybhP,-0.615
Z5852,-0.615
mcrC,-0.615
yjdF,-0.615
yahL,-0.615
oxyS,-0.615
thiG,-0.615
kdpF,-0.615
yieF,-0.62
insM,-0.62
yfiL,-0.62
ygfH,-0.62
wzc,-0.62
yeaV,-0.62
c3498,-0.62
c3118,-0.62
yffN,-0.625
yiaD,-0.625
yhjM,-0.625
hdfR,-0.625
mhpB,-0.625
yjeN,-0.625
yaiV,-0.625
Z4083m,-0.625
ninE,-0.625
ycfZ,-0.625
c1561,-0.625
ybeF,-0.63
yghG,-0.63
yhiW,-0.63
rhaS,-0.63
c5000,-0.63
lacA,-0.63
ECs2713,-0.63
yhhL,-0.63
c3865,-0.63
Z1769,-0.63
yfcG,-0.635
Z5125,-0.635
yjaH,-0.635
c5282,-0.635
hyfA,-0.635
gip,-0.64
yecI,-0.64
manZ,-0.64
idnT,-0.64
yghF,-0.64
arnT,-0.64
hcaR,-0.64
sokC,-0.64
yhaB,-0.64
ytfH,-0.64
ytfG,-0.64
sfmH,-0.64
ygeZ,-0.64
bssR,-0.64
Z4613,-0.64
c4903,-0.64
mutH,-0.645
c2909,-0.645
ygjV,-0.645
Z0462,-0.645
c0358,-0.645
c5149,-0.645
ybbS,-0.65
ybdN,-0.65
c2459,-0.65
sfmA,-0.65
ldrD,-0.65
cadB,-0.65
cusX,-0.65
c5008,-0.655
c3831,-0.655
yhhJ,-0.655
fixX,-0.655
Z3956,-0.655
c2155,-0.655
ygiZ,-0.66
rhaR,-0.66
ybeU,-0.66
c2917,-0.66
ytfT,-0.66
yidG,-0.66
ssuA,-0.66
yjbH,-0.66
c1535,-0.66
c2666,-0.66
Z0655,-0.665
ECs5564,-0.665
idnD,-0.665
Z4176,-0.665
ivbL,-0.665
insE1,-0.665
caiF,-0.665
trkD,-0.67
yjeO,-0.67
yhcN,-0.67
yghR,-0.67
yibQ,-0.67
yffP,-0.67
rhsB,-0.675
yggF,-0.675
ybbY,-0.675
ybhH,-0.68
c1619,-0.68
yidH,-0.68
c4882,-0.68
ffs,-0.68
Z3648,-0.68
ykiA,-0.68
ybbW,-0.685
rmf,-0.685
yhdV,-0.685
Z3955,-0.685
glgS,-0.685
yagM,-0.685
sfmD,-0.685
ECs5363,-0.685
yjjQ,-0.685
rzoR,-0.685
c0902,-0.685
pyrB,-0.69
ECs1534,-0.69
yafT,-0.69
c0006,-0.69
yggA,-0.69
c2681,-0.69
c1303,-0.69
gcvA,-0.695
glgA,-0.695
yjiR,-0.695
insF1,-0.695
yghE,-0.695
yfbE,-0.695
Z1925,-0.7
Z4858,-0.7
gspL,-0.7
smf,-0.7
c2351,-0.7
xylF,-0.705
yhaC,-0.705
ppdD,-0.705
ytfF,-0.705
yhjV,-0.705
c0039,-0.71
c0756,-0.71
c3944,-0.71
treF,-0.71
acrR,-0.71
yjcZ,-0.71
atoA,-0.71
yfgH,-0.71
yihI,-0.715
yzgL,-0.715
caiT,-0.715
yhiJ,-0.715
yhcD,-0.715
yibL,-0.715
yfdV,-0.715
Z0115,-0.715
c2490,-0.715
c3878,-0.715
yhhH,-0.72
pyrE,-0.72
yrfA,-0.72
pppA,-0.72
Z3750,-0.72
yajI,-0.72
uxaC,-0.72
yibJ,-0.72
elfG,-0.72
Z0332,-0.72
ypdF,-0.72
c1035,-0.72
c3826,-0.725
yfbN,-0.725
yidI,-0.725
csgF,-0.725
c1563,-0.725
yfhR,-0.725
c3113,-0.73
ymfA,-0.73
rtcB,-0.73
ilvL,-0.73
ygeK,-0.73
Z1879,-0.73
Z3849,-0.73
Z4034,-0.73
yjhV,-0.735
frvB,-0.735
gcd,-0.735
yhcE,-0.735
c2474,-0.735
yaeI,-0.735
ttdB,-0.735
c2532,-0.735
eutA,-0.735
c1304,-0.735
wrbA,-0.74
fucO,-0.74
yghT,-0.74
c5229,-0.74
c1887,-0.74
Z4042,-0.74
csrC,-0.745
livJ,-0.745
c2785,-0.745
wecF,-0.75
yfgI,-0.75
yjiY,-0.75
dgoK,-0.75
yjfN,-0.75
ycgY,-0.755
ykgH,-0.755
Z5430,-0.755
Z5287,-0.76
yraK,-0.76
ryeA,-0.76
ypaA,-0.76
hyfC,-0.76
micA,-0.76
ttdA,-0.76
yaaW,-0.765
yiaB,-0.765
ydiN,-0.765
ECs5530,-0.765
Z2264,-0.765
ybaA,-0.77
yhiI,-0.77
metR,-0.77
yibD,-0.77
ylaB,-0.775
xylH,-0.775
c4288,-0.775
yjhF,-0.78
Z4504,-0.78
yaaU,-0.78
sfmF,-0.78
yehR,-0.78
yigE,-0.78
c2117,-0.78
yheD,-0.785
hofD,-0.785
sfmC,-0.785
Z4178,-0.785
yieE,-0.79
c4275,-0.79
ydiF,-0.79
c0385,-0.79
c4140,-0.795
c4174,-0.795
yjhD,-0.795
yqeK,-0.795
ybeT,-0.8
gntU,-0.8
caiE,-0.8
c0471,-0.8
yicN,-0.8
yhjQ,-0.805
yicO,-0.805
ilvN,-0.805
yjeJ,-0.81
yhcQ,-0.81
livH,-0.81
c4688,-0.81
yghW,-0.81
yigI,-0.81
Z1245,-0.81
yqeH,-0.81
Z4171,-0.81
c4999,-0.81
thiE,-0.81
yheH,-0.815
ghxQ,-0.815
yhcR,-0.815
fucA,-0.815
ECs5383,-0.815
yjjN,-0.815
yibH,-0.815
thiF,-0.82
perR,-0.825
ygeG,-0.825
c3433,-0.825
hofG,-0.83
yiaV,-0.83
yicE,-0.83
yghS,-0.83
xylE,-0.835
yagG,-0.835
yiiT,-0.835
yffM,-0.835
nrfC,-0.84
caiD,-0.84
yijF,-0.84
c2489,-0.84
ECs5540,-0.84
citG,-0.84
fumB,-0.84
gspD,-0.845
ygjT,-0.845
mtlA,-0.845
yehK,-0.845
yoeF,-0.85
yhcO,-0.85
arsB,-0.85
yhjN,-0.85
yhcF,-0.85
yrfB,-0.855
carA,-0.855
yqhH,-0.855
yaaI,-0.855
ECs4814,-0.855
ychH,-0.855
ygdI,-0.86
bglJ,-0.86
yibI,-0.86
ygfI,-0.86
Z1038,-0.86
yiaW,-0.865
glgC,-0.865
Z4174,-0.865
yidS,-0.865
c3902,-0.865
yrhB,-0.865
c1636,-0.865
c2993,-0.865
c5424,-0.865
c4650,-0.87
c3526,-0.87
yhfL,-0.87
ECs3934,-0.87
psrN,-0.87
c5270,-0.875
yccJ,-0.875
yjgI,-0.875
yjbF,-0.875
yhiD,-0.88
c3554,-0.88
yhjE,-0.88
yhaI,-0.885
yhjY,-0.89
yaiP,-0.89
yghK,-0.89
malE,-0.89
Z4357,-0.895
yqhG,-0.895
c1375,-0.895
c4868,-0.895
yjfY,-0.895
ycbR,-0.895
c0839,-0.895
Z4585,-0.9
insJ,-0.9
hyaA,-0.9
blc,-0.905
yheI,-0.905
yraJ,-0.905
yjgH,-0.91
c1752,-0.91
bglG,-0.915
hofQ,-0.915
hofH,-0.915
yfaT,-0.915
kbaY,-0.92
yhfU,-0.92
yhjB,-0.925
pinO,-0.925
ECs0371,-0.925
ECs5486,-0.925
yliL,-0.925
yhgA,-0.93
c3666,-0.93
yifK,-0.935
gspK,-0.935
nrfD,-0.935
Z4212,-0.935
yqiJ,-0.935
htrC,-0.935
c5398,-0.935
frlA,-0.94
ygjI,-0.94
argA,-0.94
yqiI,-0.95
yjfZ,-0.95
yaiS,-0.95
c4998,-0.95
ugpE,-0.95
ECs4472,-0.955
fixC,-0.955
feoB,-0.955
hofF,-0.955
dppA,-0.96
ais,-0.96
Z4148,-0.965
yijI,-0.965
glcD,-0.965
yjfA,-0.965
pheM,-0.965
Z5177,-0.97
c3983,-0.97
katG,-0.975
yifB,-0.975
pshM,-0.975
yeiA,-0.975
c5073,-0.975
treR,-0.98
ECs5536,-0.985
ycbW,-0.985
dctA,-0.985
c3478,-0.99
kdgT,-0.99
yidY,-0.995
c5330,-0.995
srlE,-0.995
c3656,-0.995
yhjA,-1
glnK,-1
yadV,-1
mobA,-1
ygfP,-1
yihL,-1
yiaA,-1
yjfL,-1.01
yjfM,-1.01
c4374,-1.01
ybbD,-1.01
agaD,-1.02
Z0793,-1.02
adeP,-1.02
ygjG,-1.02
cadA,-1.02
yihN,-1.03
yiiG,-1.03
c5324,-1.03
nrfA,-1.03
yjaZ,-1.03
Z5324,-1.03
dgoD,-1.03
rybA,-1.03
bglH,-1.04
cbrC,-1.04
ebgC,-1.04
arsC,-1.04
zraP,-1.04
c4626,-1.04
ygjJ,-1.04
ygeN,-1.04
insK,-1.05
yjbA,-1.05
uhpB,-1.05
c4243,-1.05
yjhE,-1.06
yhdY,-1.06
ygeX,-1.06
c4934,-1.07
yhiS,-1.07
yhbO,-1.08
yjfO,-1.08
ygfK,-1.08
ssnA,-1.08
c0134,-1.08
yidZ,-1.09
yidJ,-1.09
nrfB,-1.09
yifN,-1.09
metA,-1.09
c2092,-1.09
Z5187,-1.1
yjfC,-1.1
yjfJ,-1.1
ygfU,-1.1
yhiF,-1.1
yicL,-1.11
Z3401,-1.11
yafF,-1.11
uhpC,-1.11
yniA,-1.11
c5135,-1.11
c5065,-1.12
yhhZ,-1.12
yigF,-1.12
wecG,-1.12
malK,-1.12
yheE,-1.13
yjgG_1,-1.13
c4712,-1.13
agaB,-1.13
agaI,-1.13
pbl,-1.13
elfC,-1.13
c2646,-1.13
yicJ,-1.14
c4645,-1.14
sbp,-1.14
ugpA,-1.14
cmtB,-1.14
c2041,-1.14
c5051,-1.14
c4391,-1.15
c4605,-1.15
cdh,-1.15
Z4367,-1.15
srlA_1,-1.15
rhaT,-1.16
c0784,-1.16
psrO,-1.17
bioC,-1.17
c0567,-1.17
ygfO,-1.17
yibG,-1.17
c4689,-1.18
yraI,-1.18
c2748,-1.18
Z4217,-1.18
bglB,-1.19
ECs5497,-1.19
agaC,-1.19
tdcR,-1.19
yhcA,-1.19
yhjH,-1.19
ygfM,-1.19
yihO,-1.2
Z5814,-1.2
uhpT,-1.2
yjfI,-1.2
yjgN,-1.21
c4302,-1.21
yigG,-1.22
srlB,-1.22
Z5178,-1.23
Z4773,-1.23
yihG,-1.23
ECs5537,-1.23
php,-1.24
Z5547,-1.24
c2070,-1.25
acrF_1,-1.27
c4472,-1.27
Z3954,-1.28
yafU,-1.29
c3829,-1.29
c1515,-1.29
yidL,-1.3
ompT,-1.3
srlD,-1.3
yhiL,-1.3
envR,-1.32
c0141,-1.32
c4195,-1.32
yqgD,-1.32
yidP,-1.34
c4226,-1.35
c0547,-1.35
yihF,-1.36
yhcP,-1.36
acrE,-1.37
ypjC,-1.38
Z5826,-1.39
c2328,-1.39
yhdW,-1.4
yhdU,-1.4
dcuB,-1.4
yjbL,-1.4
yhdJ,-1.41
c4656,-1.41
c4858,-1.41
Z3125,-1.41
c1655,-1.42
yjbM,-1.43
c4854,-1.43
c3835,-1.43
yiiL,-1.44
c5361,-1.44
setC,-1.45
c5390,-1.45
c0161,-1.46
dgoT,-1.47
cbrB,-1.47
ssuE,-1.47
ECs4593,-1.48
ECs5460,-1.49
c4720,-1.5
frvA,-1.51
ybbV,-1.54
c4574,-1.55
c3016,-1.58
ECs3459,-1.59
c4813,-1.6
malF,-1.64
c1010,-1.65
yrhA,-1.66
c0569,-1.66
c0094,-1.66
c4965,-1.7
c4584,-1.71
c4305,-1.72
yjgG_2,-1.72
malG,-1.75
ECs5541,-1.77
malM,-1.77
c4814,-1.78
c4647,-1.8
c4805,-1.81
c4110,-1.83
glvC,-1.86
arpA,-1.87
Z4614,-1.88
c3466,-1.9
yjaA,-1.91
ECs5362,-1.91
c4371,-1.92
c4230,-1.99
c4610,-2.02
hokA,-2.05
c4860,-2.06
c3915,-2.14
c3811,-2.15
ECs5562,-2.27
lamB,-2.31
c3369,-2.45
c4249,-3.42
